name	gene	mrna	cds_count	strand	status	type	middle_point	center	chrom	start	end	width	candidate_exon	candidate_updown	cnvplex_format	critical_region_raw	critical_region_merge	cds	start_codon	stop_codon
77-SHANK3-3	SHANK3	NM_001372044	24	+	start_cover	demarcation_point	51149209	51144540	chr22	51144500	51144580	81	77-SHANK3-3-candidate_CDS3,chr22:51113010-51113132;77-SHANK3-3-candidate_CDS4,chr22:51113476-51113679;77-SHANK3-3-candidate_CDS5,chr22:51115050-51115121;77-SHANK3-3-candidate_CDS6,chr22:51117013-51117121;77-SHANK3-3-candidate_CDS7,chr22:51117197-51117348;77-SHANK3-3-candidate_CDS8,chr22:51117447-51117614;77-SHANK3-3-candidate_CDS9,chr22:51117740-51117856;77-SHANK3-3-candidate_CDS10,chr22:51121768-51121845;77-SHANK3-3-candidate_CDS11,chr22:51123013-51123079;77-SHANK3-3-candidate_CDS12,chr22:51133203-51133474;77-SHANK3-3-candidate_CDS13,chr22:51135985-51135989;77-SHANK3-3-candidate_CDS14,chr22:51135992-51136143;77-SHANK3-3-candidate_CDS15,chr22:51137118-51137231;77-SHANK3-3-candidate_CDS16,chr22:51142288-51142363;77-SHANK3-3-candidate_CDS17,chr22:51142594-51142676;77-SHANK3-3-candidate_CDS18,chr22:51143166-51143290;77-SHANK3-3-candidate_CDS19,chr22:51143392-51143524;77-SHANK3-3-candidate_CDS20,chr22:51144500-51144580	.	77-SHANK3-3,chr22:51144500-51144580	chr22:44203246-50706908,chr22:51132803-51149209	chr22:44203246-51149209	chr22:51112843-51113007,chr22:51113010-51113132,chr22:51113476-51113679,chr22:51115050-51115121,chr22:51117013-51117121,chr22:51117197-51117348,chr22:51117447-51117614,chr22:51117740-51117856,chr22:51121768-51121845,chr22:51123013-51123079,chr22:51133203-51133474,chr22:51135985-51135989,chr22:51135992-51136143,chr22:51137118-51137231,chr22:51142288-51142363,chr22:51142594-51142676,chr22:51143166-51143290,chr22:51143392-51143524,chr22:51144500-51144580,chr22:51150043-51150066,chr22:51153345-51153475,chr22:51154097-51154181,chr22:51158612-51160865,chr22:51169149-51169737	chr22:51112843-51112845	chr22:51169738-51169740
78-SHOX2-1	SHOX2	NM_003030	6	-	no_cover	start_codon	157823813	157823813	chr3	157822813	157824813	2001	.	78-SHOX2-1-expand2K,chr3:157821813-157825813;78-SHOX2-1-expand5K,chr3:157818813-157828813	78-SHOX2-1,chr3:157822813-157824813	chrX:545953-763957,chrX:455566-544731	chrX:455566-763957	chr3:157823468-157823813,chr3:157822847-157822918,chr3:157820467-157820675,chr3:157818043-157818100,chr3:157817649-157817737,chr3:157815819-157816109	chr3:157823811-157823813	chr3:157815816-157815818
78-SHOX2-2	SHOX2	NM_003030	6	-	no_cover	closest_CDS	157819814	157820571	chr3	157820467	157820675	209	78-SHOX2-2-candidate_CDS2,chr3:157822847-157822918;78-SHOX2-2-candidate_CDS1,chr3:157823468-157823813;78-SHOX2-2-candidate_CDS4,chr3:157818043-157818100;78-SHOX2-2-candidate_CDS3,chr3:157820467-157820675;78-SHOX2-2-candidate_CDS6,chr3:157815819-157816109	.	78-SHOX2-2,chr3:157820467-157820675	chrX:545953-763957,chrX:455566-544731	chrX:455566-763957	chr3:157823468-157823813,chr3:157822847-157822918,chr3:157820467-157820675,chr3:157818043-157818100,chr3:157817649-157817737,chr3:157815819-157816109	chr3:157823811-157823813	chr3:157815816-157815818
78-SHOX2-3	SHOX2	NM_003030	6	-	no_cover	stop_codon	157815816	157815816	chr3	157814816	157816816	2001	.	78-SHOX2-3-expand2K,chr3:157813816-157817816;78-SHOX2-3-expand5K,chr3:157810816-157820816	78-SHOX2-3,chr3:157814816-157816816	chrX:545953-763957,chrX:455566-544731	chrX:455566-763957	chr3:157823468-157823813,chr3:157822847-157822918,chr3:157820467-157820675,chr3:157818043-157818100,chr3:157817649-157817737,chr3:157815819-157816109	chr3:157823811-157823813	chr3:157815816-157815818
79-STS-1	STS	NM_000351	9	+	two_cover	start_codon	7171241	7171241	chrX	7170241	7172241	2001	.	79-STS-1-expand2K,chrX:7169241-7173241;79-STS-1-expand5K,chrX:7166241-7176241	79-STS-1,chrX:7170241-7172241	chrX:2701273-5307354,chrX:6807735-7867359	chrX:2701273-7867359	chrX:7171241-7171377,chrX:7175283-7175404,chrX:7175507-7175629,chrX:7177390-7177813,chrX:7193992-7194128,chrX:7223087-7223224,chrX:7243380-7243539,chrX:7252027-7252148,chrX:7267929-7268299	chrX:7171241-7171243	chrX:7268300-7268302
79-STS-2	STS	NM_000351	9	+	two_cover	closest_CDS	7219771	7223155	chrX	7223087	7223224	138	79-STS-2-candidate_CDS3,chrX:7175283-7175404;79-STS-2-candidate_CDS5,chrX:7177390-7177813;79-STS-2-candidate_CDS10,chrX:7267929-7268299;79-STS-2-candidate_CDS9,chrX:7252027-7252148;79-STS-2-candidate_CDS6,chrX:7193992-7194128;79-STS-2-candidate_CDS8,chrX:7243380-7243539;79-STS-2-candidate_CDS2,chrX:7171241-7171377;79-STS-2-candidate_CDS7,chrX:7223087-7223224	.	79-STS-2,chrX:7223087-7223224	chrX:2701273-5307354,chrX:6807735-7867359	chrX:2701273-7867359	chrX:7171241-7171377,chrX:7175283-7175404,chrX:7175507-7175629,chrX:7177390-7177813,chrX:7193992-7194128,chrX:7223087-7223224,chrX:7243380-7243539,chrX:7252027-7252148,chrX:7267929-7268299	chrX:7171241-7171243	chrX:7268300-7268302
79-STS-3	STS	NM_000351	9	+	two_cover	stop_codon	7268302	7268302	chrX	7267302	7269302	2001	.	79-STS-3-expand2K,chrX:7266302-7270302;79-STS-3-expand5K,chrX:7263302-7273302	79-STS-3,chrX:7267302-7269302	chrX:2701273-5307354,chrX:6807735-7867359	chrX:2701273-7867359	chrX:7171241-7171377,chrX:7175283-7175404,chrX:7175507-7175629,chrX:7177390-7177813,chrX:7193992-7194128,chrX:7223087-7223224,chrX:7243380-7243539,chrX:7252027-7252148,chrX:7267929-7268299	chrX:7171241-7171243	chrX:7268300-7268302
82-HUWE1-1	HUWE1	NM_031407	81	-	stop_cover	demarcation_point	53622547	53622255	chrX	53622147	53622363	217	82-HUWE1-1-candidate_CDS31,chrX:53621459-53621581;82-HUWE1-1-candidate_CDS32,chrX:53620324-53620561;82-HUWE1-1-candidate_CDS33,chrX:53619358-53619588;82-HUWE1-1-candidate_CDS34,chrX:53617960-53618082;82-HUWE1-1-candidate_CDS35,chrX:53617364-53617459;82-HUWE1-1-candidate_CDS36,chrX:53616507-53616776;82-HUWE1-1-candidate_CDS37,chrX:53615342-53615494;82-HUWE1-1-candidate_CDS38,chrX:53613742-53613869;82-HUWE1-1-candidate_CDS39,chrX:53613450-53613531;82-HUWE1-1-candidate_CDS40,chrX:53611972-53612148;82-HUWE1-1-candidate_CDS41,chrX:53611146-53611305;82-HUWE1-1-candidate_CDS42,chrX:53610518-53610876;82-HUWE1-1-candidate_CDS43,chrX:53607791-53607986;82-HUWE1-1-candidate_CDS44,chrX:53603860-53604027;82-HUWE1-1-candidate_CDS45,chrX:53602603-53602748;82-HUWE1-1-candidate_CDS46,chrX:53602115-53602181;82-HUWE1-1-candidate_CDS47,chrX:53600710-53600924;82-HUWE1-1-candidate_CDS48,chrX:53596576-53596787;82-HUWE1-1-candidate_CDS49,chrX:53595652-53595834;82-HUWE1-1-candidate_CDS50,chrX:53592028-53592200;82-HUWE1-1-candidate_CDS51,chrX:53591535-53591683;82-HUWE1-1-candidate_CDS52,chrX:53590707-53590782;82-HUWE1-1-candidate_CDS53,chrX:53589792-53589890;82-HUWE1-1-candidate_CDS54,chrX:53589072-53589205;82-HUWE1-1-candidate_CDS55,chrX:53588717-53588885;82-HUWE1-1-candidate_CDS56,chrX:53587149-53587377;82-HUWE1-1-candidate_CDS57,chrX:53586315-53586493;82-HUWE1-1-candidate_CDS58,chrX:53585932-53586021;82-HUWE1-1-candidate_CDS59,chrX:53585616-53585770;82-HUWE1-1-candidate_CDS60,chrX:53584343-53584388;82-HUWE1-1-candidate_CDS61,chrX:53581594-53581881;82-HUWE1-1-candidate_CDS62,chrX:53579599-53579854;82-HUWE1-1-candidate_CDS63,chrX:53579272-53579402;82-HUWE1-1-candidate_CDS64,chrX:53578227-53578441;82-HUWE1-1-candidate_CDS65,chrX:53577862-53578150;82-HUWE1-1-candidate_CDS66,chrX:53577627-53577729;82-HUWE1-1-candidate_CDS67,chrX:53575920-53576466;82-HUWE1-1-candidate_CDS68,chrX:53574634-53575234;82-HUWE1-1-candidate_CDS69,chrX:53573665-53573786;82-HUWE1-1-candidate_CDS70,chrX:53573397-53573553;82-HUWE1-1-candidate_CDS71,chrX:53571990-53572122;82-HUWE1-1-candidate_CDS72,chrX:53571521-53571723;82-HUWE1-1-candidate_CDS73,chrX:53570802-53570929;82-HUWE1-1-candidate_CDS74,chrX:53569404-53569500;82-HUWE1-1-candidate_CDS75,chrX:53566618-53566773;82-HUWE1-1-candidate_CDS76,chrX:53565796-53566041;82-HUWE1-1-candidate_CDS77,chrX:53565298-53565415;82-HUWE1-1-candidate_CDS78,chrX:53564517-53564657;82-HUWE1-1-candidate_CDS79,chrX:53563341-53563628;82-HUWE1-1-candidate_CDS80,chrX:53563108-53563213;82-HUWE1-1-candidate_CDS81,chrX:53562345-53562462;82-HUWE1-1-candidate_CDS82,chrX:53561477-53561658;82-HUWE1-1-candidate_CDS83,chrX:53560968-53561158;82-HUWE1-1-candidate_CDS84,chrX:53560273-53560372	.	82-HUWE1-1,chrX:53622147-53622363	chrX:53559548-53622547	chrX:53559548-53622547	chrX:53681007-53681051,chrX:53675155-53675253,chrX:53674311-53674517,chrX:53672263-53672415,chrX:53661188-53661250,chrX:53659439-53659516,chrX:53658519-53658566,chrX:53658366-53658434,chrX:53657887-53657986,chrX:53656467-53656567,chrX:53655703-53655853,chrX:53655444-53655571,chrX:53654690-53654830,chrX:53654361-53654466,chrX:53652118-53652219,chrX:53651556-53651636,chrX:53644301-53644407,chrX:53643931-53644108,chrX:53642705-53642796,chrX:53641495-53641706,chrX:53635813-53635870,chrX:53634484-53634660,chrX:53631550-53631795,chrX:53630329-53630462,chrX:53629525-53629619,chrX:53627078-53627269,chrX:53622147-53622363,chrX:53621459-53621581,chrX:53620324-53620561,chrX:53619358-53619588,chrX:53617960-53618082,chrX:53617364-53617459,chrX:53616507-53616776,chrX:53615342-53615494,chrX:53613742-53613869,chrX:53613450-53613531,chrX:53611972-53612148,chrX:53611146-53611305,chrX:53610518-53610876,chrX:53607791-53607986,chrX:53603860-53604027,chrX:53602603-53602748,chrX:53602115-53602181,chrX:53600710-53600924,chrX:53596576-53596787,chrX:53595652-53595834,chrX:53592028-53592200,chrX:53591535-53591683,chrX:53590707-53590782,chrX:53589792-53589890,chrX:53589072-53589205,chrX:53588717-53588885,chrX:53587149-53587377,chrX:53586315-53586493,chrX:53585932-53586021,chrX:53585616-53585770,chrX:53584343-53584388,chrX:53581594-53581881,chrX:53579599-53579854,chrX:53579272-53579402,chrX:53578227-53578441,chrX:53577862-53578150,chrX:53577627-53577729,chrX:53575920-53576466,chrX:53574634-53575234,chrX:53573665-53573786,chrX:53573397-53573553,chrX:53571990-53572122,chrX:53571521-53571723,chrX:53570802-53570929,chrX:53569404-53569500,chrX:53566618-53566773,chrX:53565796-53566041,chrX:53565298-53565415,chrX:53564517-53564657,chrX:53563341-53563628,chrX:53563108-53563213,chrX:53562345-53562462,chrX:53561477-53561658,chrX:53560968-53561158,chrX:53560273-53560372	chrX:53681049-53681051	chrX:53560270-53560272
82-HUWE1-2	HUWE1	NM_031407	81	-	stop_cover	closest_CDS	53591408	53591609	chrX	53591535	53591683	149	82-HUWE1-2-candidate_CDS64,chrX:53578227-53578441;82-HUWE1-2-candidate_CDS66,chrX:53577627-53577729;82-HUWE1-2-candidate_CDS67,chrX:53575920-53576466;82-HUWE1-2-candidate_CDS68,chrX:53574634-53575234;82-HUWE1-2-candidate_CDS43,chrX:53607791-53607986;82-HUWE1-2-candidate_CDS69,chrX:53573665-53573786;82-HUWE1-2-candidate_CDS44,chrX:53603860-53604027;82-HUWE1-2-candidate_CDS70,chrX:53573397-53573553;82-HUWE1-2-candidate_CDS63,chrX:53579272-53579402;82-HUWE1-2-candidate_CDS42,chrX:53610518-53610876;82-HUWE1-2-candidate_CDS71,chrX:53571990-53572122;82-HUWE1-2-candidate_CDS72,chrX:53571521-53571723;82-HUWE1-2-candidate_CDS62,chrX:53579599-53579854;82-HUWE1-2-candidate_CDS41,chrX:53611146-53611305;82-HUWE1-2-candidate_CDS45,chrX:53602603-53602748;82-HUWE1-2-candidate_CDS46,chrX:53602115-53602181;82-HUWE1-2-candidate_CDS73,chrX:53570802-53570929;82-HUWE1-2-candidate_CDS40,chrX:53611972-53612148;82-HUWE1-2-candidate_CDS61,chrX:53581594-53581881;82-HUWE1-2-candidate_CDS74,chrX:53569404-53569500;82-HUWE1-2-candidate_CDS39,chrX:53613450-53613531;82-HUWE1-2-candidate_CDS38,chrX:53613742-53613869;82-HUWE1-2-candidate_CDS37,chrX:53615342-53615494;82-HUWE1-2-candidate_CDS75,chrX:53566618-53566773;82-HUWE1-2-candidate_CDS47,chrX:53600710-53600924;82-HUWE1-2-candidate_CDS36,chrX:53616507-53616776;82-HUWE1-2-candidate_CDS76,chrX:53565796-53566041;82-HUWE1-2-candidate_CDS60,chrX:53584343-53584388;82-HUWE1-2-candidate_CDS35,chrX:53617364-53617459;82-HUWE1-2-candidate_CDS77,chrX:53565298-53565415;82-HUWE1-2-candidate_CDS59,chrX:53585616-53585770;82-HUWE1-2-candidate_CDS34,chrX:53617960-53618082;82-HUWE1-2-candidate_CDS58,chrX:53585932-53586021;82-HUWE1-2-candidate_CDS78,chrX:53564517-53564657;82-HUWE1-2-candidate_CDS48,chrX:53596576-53596787;82-HUWE1-2-candidate_CDS57,chrX:53586315-53586493;82-HUWE1-2-candidate_CDS49,chrX:53595652-53595834;82-HUWE1-2-candidate_CDS79,chrX:53563341-53563628;82-HUWE1-2-candidate_CDS56,chrX:53587149-53587377;82-HUWE1-2-candidate_CDS33,chrX:53619358-53619588;82-HUWE1-2-candidate_CDS55,chrX:53588717-53588885;82-HUWE1-2-candidate_CDS80,chrX:53563108-53563213;82-HUWE1-2-candidate_CDS54,chrX:53589072-53589205;82-HUWE1-2-candidate_CDS32,chrX:53620324-53620561;82-HUWE1-2-candidate_CDS81,chrX:53562345-53562462;82-HUWE1-2-candidate_CDS53,chrX:53589792-53589890;82-HUWE1-2-candidate_CDS82,chrX:53561477-53561658;82-HUWE1-2-candidate_CDS52,chrX:53590707-53590782;82-HUWE1-2-candidate_CDS31,chrX:53621459-53621581;82-HUWE1-2-candidate_CDS83,chrX:53560968-53561158;82-HUWE1-2-candidate_CDS50,chrX:53592028-53592200;82-HUWE1-2-candidate_CDS30,chrX:53622147-53622363;82-HUWE1-2-candidate_CDS51,chrX:53591535-53591683;82-HUWE1-2-candidate_CDS84,chrX:53560273-53560372	.	82-HUWE1-2,chrX:53591535-53591683	chrX:53559548-53622547	chrX:53559548-53622547	chrX:53681007-53681051,chrX:53675155-53675253,chrX:53674311-53674517,chrX:53672263-53672415,chrX:53661188-53661250,chrX:53659439-53659516,chrX:53658519-53658566,chrX:53658366-53658434,chrX:53657887-53657986,chrX:53656467-53656567,chrX:53655703-53655853,chrX:53655444-53655571,chrX:53654690-53654830,chrX:53654361-53654466,chrX:53652118-53652219,chrX:53651556-53651636,chrX:53644301-53644407,chrX:53643931-53644108,chrX:53642705-53642796,chrX:53641495-53641706,chrX:53635813-53635870,chrX:53634484-53634660,chrX:53631550-53631795,chrX:53630329-53630462,chrX:53629525-53629619,chrX:53627078-53627269,chrX:53622147-53622363,chrX:53621459-53621581,chrX:53620324-53620561,chrX:53619358-53619588,chrX:53617960-53618082,chrX:53617364-53617459,chrX:53616507-53616776,chrX:53615342-53615494,chrX:53613742-53613869,chrX:53613450-53613531,chrX:53611972-53612148,chrX:53611146-53611305,chrX:53610518-53610876,chrX:53607791-53607986,chrX:53603860-53604027,chrX:53602603-53602748,chrX:53602115-53602181,chrX:53600710-53600924,chrX:53596576-53596787,chrX:53595652-53595834,chrX:53592028-53592200,chrX:53591535-53591683,chrX:53590707-53590782,chrX:53589792-53589890,chrX:53589072-53589205,chrX:53588717-53588885,chrX:53587149-53587377,chrX:53586315-53586493,chrX:53585932-53586021,chrX:53585616-53585770,chrX:53584343-53584388,chrX:53581594-53581881,chrX:53579599-53579854,chrX:53579272-53579402,chrX:53578227-53578441,chrX:53577862-53578150,chrX:53577627-53577729,chrX:53575920-53576466,chrX:53574634-53575234,chrX:53573665-53573786,chrX:53573397-53573553,chrX:53571990-53572122,chrX:53571521-53571723,chrX:53570802-53570929,chrX:53569404-53569500,chrX:53566618-53566773,chrX:53565796-53566041,chrX:53565298-53565415,chrX:53564517-53564657,chrX:53563341-53563628,chrX:53563108-53563213,chrX:53562345-53562462,chrX:53561477-53561658,chrX:53560968-53561158,chrX:53560273-53560372	chrX:53681049-53681051	chrX:53560270-53560272
82-HUWE1-3	HUWE1	NM_031407	81	-	stop_cover	stop_codon	53560270	53560270	chrX	53559270	53561270	2001	.	82-HUWE1-3-expand2K,chrX:53558270-53562270;82-HUWE1-3-expand5K,chrX:53555270-53565270	82-HUWE1-3,chrX:53559270-53561270	chrX:53559548-53622547	chrX:53559548-53622547	chrX:53681007-53681051,chrX:53675155-53675253,chrX:53674311-53674517,chrX:53672263-53672415,chrX:53661188-53661250,chrX:53659439-53659516,chrX:53658519-53658566,chrX:53658366-53658434,chrX:53657887-53657986,chrX:53656467-53656567,chrX:53655703-53655853,chrX:53655444-53655571,chrX:53654690-53654830,chrX:53654361-53654466,chrX:53652118-53652219,chrX:53651556-53651636,chrX:53644301-53644407,chrX:53643931-53644108,chrX:53642705-53642796,chrX:53641495-53641706,chrX:53635813-53635870,chrX:53634484-53634660,chrX:53631550-53631795,chrX:53630329-53630462,chrX:53629525-53629619,chrX:53627078-53627269,chrX:53622147-53622363,chrX:53621459-53621581,chrX:53620324-53620561,chrX:53619358-53619588,chrX:53617960-53618082,chrX:53617364-53617459,chrX:53616507-53616776,chrX:53615342-53615494,chrX:53613742-53613869,chrX:53613450-53613531,chrX:53611972-53612148,chrX:53611146-53611305,chrX:53610518-53610876,chrX:53607791-53607986,chrX:53603860-53604027,chrX:53602603-53602748,chrX:53602115-53602181,chrX:53600710-53600924,chrX:53596576-53596787,chrX:53595652-53595834,chrX:53592028-53592200,chrX:53591535-53591683,chrX:53590707-53590782,chrX:53589792-53589890,chrX:53589072-53589205,chrX:53588717-53588885,chrX:53587149-53587377,chrX:53586315-53586493,chrX:53585932-53586021,chrX:53585616-53585770,chrX:53584343-53584388,chrX:53581594-53581881,chrX:53579599-53579854,chrX:53579272-53579402,chrX:53578227-53578441,chrX:53577862-53578150,chrX:53577627-53577729,chrX:53575920-53576466,chrX:53574634-53575234,chrX:53573665-53573786,chrX:53573397-53573553,chrX:53571990-53572122,chrX:53571521-53571723,chrX:53570802-53570929,chrX:53569404-53569500,chrX:53566618-53566773,chrX:53565796-53566041,chrX:53565298-53565415,chrX:53564517-53564657,chrX:53563341-53563628,chrX:53563108-53563213,chrX:53562345-53562462,chrX:53561477-53561658,chrX:53560968-53561158,chrX:53560273-53560372	chrX:53681049-53681051	chrX:53560270-53560272
83-PLP1-1	PLP1	NM_000533	7	+	two_cover	start_codon	103031924	103031924	chrX	103030924	103032924	2001	.	83-PLP1-1-expand2K,chrX:103029924-103033924;83-PLP1-1-expand5K,chrX:103026924-103036924	83-PLP1-1,chrX:103030924-103032924	chrX:103031438-103047547	chrX:103031438-103047547	chrX:103031924-103031927,chrX:103040511-103040697,chrX:103041394-103041655,chrX:103042727-103042895,chrX:103043366-103043439,chrX:103044262-103044327,chrX:103045455-103045523	chrX:103031924-103031926	chrX:103045524-103045526
83-PLP1-2	PLP1	NM_000533	7	+	two_cover	closest_CDS	103038725	103040604	chrX	103040511	103040697	187	83-PLP1-2-candidate_CDS4,chrX:103042727-103042895;83-PLP1-2-candidate_CDS5,chrX:103043366-103043439;83-PLP1-2-candidate_CDS6,chrX:103044262-103044327;83-PLP1-2-candidate_CDS7,chrX:103045455-103045523;83-PLP1-2-candidate_CDS1,chrX:103031924-103031927;83-PLP1-2-candidate_CDS2,chrX:103040511-103040697	.	83-PLP1-2,chrX:103040511-103040697	chrX:103031438-103047547	chrX:103031438-103047547	chrX:103031924-103031927,chrX:103040511-103040697,chrX:103041394-103041655,chrX:103042727-103042895,chrX:103043366-103043439,chrX:103044262-103044327,chrX:103045455-103045523	chrX:103031924-103031926	chrX:103045524-103045526
83-PLP1-3	PLP1	NM_000533	7	+	two_cover	stop_codon	103045526	103045526	chrX	103044526	103046526	2001	.	83-PLP1-3-expand2K,chrX:103043526-103047526;83-PLP1-3-expand5K,chrX:103040526-103050526	83-PLP1-3,chrX:103044526-103046526	chrX:103031438-103047547	chrX:103031438-103047547	chrX:103031924-103031927,chrX:103040511-103040697,chrX:103041394-103041655,chrX:103042727-103042895,chrX:103043366-103043439,chrX:103044262-103044327,chrX:103045455-103045523	chrX:103031924-103031926	chrX:103045524-103045526
84-MECP2-1	MECP2	NM_004992	3	-	two_cover	start_codon	153357667	153357667	chrX	153356667	153358667	2001	.	84-MECP2-1-expand2K,chrX:153355667-153359667;84-MECP2-1-expand5K,chrX:153352667-153362667	84-MECP2-1,chrX:153356667-153358667	chrX:153287263-153363188,chrX:153595473-153822717	chrX:153287263-153822717	chrX:153357642-153357667,chrX:153297658-153298008,chrX:153295821-153296901	chrX:153357665-153357667	chrX:153295818-153295820
84-MECP2-2	MECP2	NM_004992	3	-	two_cover	closest_CDS	153326742	153297833	chrX	153297658	153298008	351	84-MECP2-2-candidate_CDS2,chrX:153357642-153357667;84-MECP2-2-candidate_CDS3,chrX:153297658-153298008	.	84-MECP2-2,chrX:153297658-153298008	chrX:153287263-153363188,chrX:153595473-153822717	chrX:153287263-153822717	chrX:153357642-153357667,chrX:153297658-153298008,chrX:153295821-153296901	chrX:153357665-153357667	chrX:153295818-153295820
84-MECP2-3	MECP2	NM_004992	3	-	two_cover	stop_codon	153295818	153295818	chrX	153294818	153296818	2001	.	84-MECP2-3-expand2K,chrX:153293818-153297818;84-MECP2-3-expand5K,chrX:153290818-153300818	84-MECP2-3,chrX:153294818-153296818	chrX:153287263-153363188,chrX:153595473-153822717	chrX:153287263-153822717	chrX:153357642-153357667,chrX:153297658-153298008,chrX:153295821-153296901	chrX:153357665-153357667	chrX:153295818-153295820
88-STAG2-1	STAG2	NM_001042749	33	+	no_critical	start_codon	123156478	123156478	chrX	123155478	123157478	2001	.	88-STAG2-1-expand2K,chrX:123154478-123158478;88-STAG2-1-expand5K,chrX:123151478-123161478	88-STAG2-1,chrX:123155478-123157478	.	.	chrX:123156478-123156521,chrX:123159690-123159768,chrX:123164811-123164975,chrX:123171377-123171473,chrX:123176419-123176495,chrX:123179014-123179218,chrX:123181204-123181355,chrX:123182855-123182928,chrX:123184036-123184159,chrX:123184971-123185069,chrX:123185165-123185244,chrX:123189978-123190085,chrX:123191716-123191827,chrX:123195074-123195191,chrX:123195621-123195724,chrX:123196752-123196844,chrX:123196966-123197055,chrX:123197698-123197901,chrX:123199726-123199796,chrX:123200025-123200112,chrX:123200206-123200286,chrX:123202414-123202506,chrX:123204999-123205173,chrX:123210182-123210321,chrX:123211807-123211908,chrX:123215230-123215378,chrX:123217271-123217399,chrX:123220397-123220620,chrX:123224425-123224614,chrX:123224704-123224814,chrX:123227868-123227994,chrX:123229222-123229299,chrX:123234424-123234444	chrX:123156478-123156480	chrX:123234445-123234447
88-STAG2-2	STAG2	NM_001042749	33	+	no_critical	closest_CDS	123195462	123195672	chrX	123195621	123195724	104	88-STAG2-2-candidate_CDS12,chrX:123184971-123185069;88-STAG2-2-candidate_CDS10,chrX:123182855-123182928;88-STAG2-2-candidate_CDS9,chrX:123181204-123181355;88-STAG2-2-candidate_CDS26,chrX:123210182-123210321;88-STAG2-2-candidate_CDS13,chrX:123185165-123185244;88-STAG2-2-candidate_CDS8,chrX:123179014-123179218;88-STAG2-2-candidate_CDS27,chrX:123211807-123211908;88-STAG2-2-candidate_CDS7,chrX:123176419-123176495;88-STAG2-2-candidate_CDS25,chrX:123204999-123205173;88-STAG2-2-candidate_CDS28,chrX:123215230-123215378;88-STAG2-2-candidate_CDS29,chrX:123217271-123217399;88-STAG2-2-candidate_CDS24,chrX:123202414-123202506;88-STAG2-2-candidate_CDS14,chrX:123189978-123190085;88-STAG2-2-candidate_CDS23,chrX:123200206-123200286;88-STAG2-2-candidate_CDS22,chrX:123200025-123200112;88-STAG2-2-candidate_CDS21,chrX:123199726-123199796;88-STAG2-2-candidate_CDS6,chrX:123171377-123171473;88-STAG2-2-candidate_CDS15,chrX:123191716-123191827;88-STAG2-2-candidate_CDS30,chrX:123220397-123220620;88-STAG2-2-candidate_CDS20,chrX:123197698-123197901;88-STAG2-2-candidate_CDS31,chrX:123224425-123224614;88-STAG2-2-candidate_CDS32,chrX:123224704-123224814;88-STAG2-2-candidate_CDS19,chrX:123196966-123197055;88-STAG2-2-candidate_CDS5,chrX:123164811-123164975;88-STAG2-2-candidate_CDS33,chrX:123227868-123227994;88-STAG2-2-candidate_CDS34,chrX:123229222-123229299;88-STAG2-2-candidate_CDS18,chrX:123196752-123196844;88-STAG2-2-candidate_CDS4,chrX:123159690-123159768;88-STAG2-2-candidate_CDS3,chrX:123156478-123156521;88-STAG2-2-candidate_CDS16,chrX:123195074-123195191;88-STAG2-2-candidate_CDS17,chrX:123195621-123195724;88-STAG2-2-candidate_CDS35,chrX:123234424-123234444	.	88-STAG2-2,chrX:123195621-123195724	.	.	chrX:123156478-123156521,chrX:123159690-123159768,chrX:123164811-123164975,chrX:123171377-123171473,chrX:123176419-123176495,chrX:123179014-123179218,chrX:123181204-123181355,chrX:123182855-123182928,chrX:123184036-123184159,chrX:123184971-123185069,chrX:123185165-123185244,chrX:123189978-123190085,chrX:123191716-123191827,chrX:123195074-123195191,chrX:123195621-123195724,chrX:123196752-123196844,chrX:123196966-123197055,chrX:123197698-123197901,chrX:123199726-123199796,chrX:123200025-123200112,chrX:123200206-123200286,chrX:123202414-123202506,chrX:123204999-123205173,chrX:123210182-123210321,chrX:123211807-123211908,chrX:123215230-123215378,chrX:123217271-123217399,chrX:123220397-123220620,chrX:123224425-123224614,chrX:123224704-123224814,chrX:123227868-123227994,chrX:123229222-123229299,chrX:123234424-123234444	chrX:123156478-123156480	chrX:123234445-123234447
88-STAG2-3	STAG2	NM_001042749	33	+	no_critical	stop_codon	123234447	123234447	chrX	123233447	123235447	2001	.	88-STAG2-3-expand2K,chrX:123232447-123236447;88-STAG2-3-expand5K,chrX:123229447-123239447	88-STAG2-3,chrX:123233447-123235447	.	.	chrX:123156478-123156521,chrX:123159690-123159768,chrX:123164811-123164975,chrX:123171377-123171473,chrX:123176419-123176495,chrX:123179014-123179218,chrX:123181204-123181355,chrX:123182855-123182928,chrX:123184036-123184159,chrX:123184971-123185069,chrX:123185165-123185244,chrX:123189978-123190085,chrX:123191716-123191827,chrX:123195074-123195191,chrX:123195621-123195724,chrX:123196752-123196844,chrX:123196966-123197055,chrX:123197698-123197901,chrX:123199726-123199796,chrX:123200025-123200112,chrX:123200206-123200286,chrX:123202414-123202506,chrX:123204999-123205173,chrX:123210182-123210321,chrX:123211807-123211908,chrX:123215230-123215378,chrX:123217271-123217399,chrX:123220397-123220620,chrX:123224425-123224614,chrX:123224704-123224814,chrX:123227868-123227994,chrX:123229222-123229299,chrX:123234424-123234444	chrX:123156478-123156480	chrX:123234445-123234447
