name	critical_chrom	critical_start	critical_end	critical_width	probe_number	interval	center	chrom	start	end	width	exclude_if	cnvplex_1K	cnvplex_10K	cnvplex_100K	cnvplex_200K
51-chr15_84837905_100283019-L	chr15	84837905	100283019	15445115	6	2780120	85610160	chr15	84837905	86382415	1544511	chr15:84220100-87000220	51-chr15_84837905_100283019-L,chr15:85609160-85611160	51-chr15_84837905_100283019-L,chr15:85600160-85620160	51-chr15_84837905_100283019-L,chr15:85510160-85710160	51-chr15_84837905_100283019-L,chr15:85410160-85810160
51-chr15_84837905_100283019-R	chr15	84837905	100283019	15445115	6	2780120	99510764	chr15	98738509	100283019	1544511	chr15:98120704-100900824	51-chr15_84837905_100283019-R,chr15:99509764-99511764	51-chr15_84837905_100283019-R,chr15:99500764-99520764	51-chr15_84837905_100283019-R,chr15:99410764-99610764	51-chr15_84837905_100283019-R,chr15:99310764-99710764
51-chr15_84837905_100283019-M0	chr15	84837905	100283019	15445115	6	2780120	88390280	chr15	87834256	88946304	1112049	chr15:87000220-89780340	51-chr15_84837905_100283019-M0,chr15:88389280-88391280	51-chr15_84837905_100283019-M0,chr15:88380280-88400280	51-chr15_84837905_100283019-M0,chr15:88290280-88490280	51-chr15_84837905_100283019-M0,chr15:88190280-88590280
51-chr15_84837905_100283019-M1	chr15	84837905	100283019	15445115	6	2780120	91170400	chr15	90614376	91726424	1112049	chr15:89780340-92560460	51-chr15_84837905_100283019-M1,chr15:91169400-91171400	51-chr15_84837905_100283019-M1,chr15:91160400-91180400	51-chr15_84837905_100283019-M1,chr15:91070400-91270400	51-chr15_84837905_100283019-M1,chr15:90970400-91370400
51-chr15_84837905_100283019-M2	chr15	84837905	100283019	15445115	6	2780120	93950520	chr15	93394496	94506544	1112049	chr15:92560460-95340580	51-chr15_84837905_100283019-M2,chr15:93949520-93951520	51-chr15_84837905_100283019-M2,chr15:93940520-93960520	51-chr15_84837905_100283019-M2,chr15:93850520-94050520	51-chr15_84837905_100283019-M2,chr15:93750520-94150520
51-chr15_84837905_100283019-M3	chr15	84837905	100283019	15445115	6	2780120	96730640	chr15	96174616	97286664	1112049	chr15:95340580-98120700	51-chr15_84837905_100283019-M3,chr15:96729640-96731640	51-chr15_84837905_100283019-M3,chr15:96720640-96740640	51-chr15_84837905_100283019-M3,chr15:96630640-96830640	51-chr15_84837905_100283019-M3,chr15:96530640-96930640
51-chr15_100762996_101293703-L	chr15	100762996	101293703	530708	3	238818	100789531	chr15	100762996	100816066	53071	chr15:100670122-100908940	51-chr15_100762996_101293703-L,chr15:100788531-100790531	51-chr15_100762996_101293703-L,chr15:100779531-100799531	.	.
51-chr15_100762996_101293703-R	chr15	100762996	101293703	530708	3	238818	101267168	chr15	101240633	101293703	53071	chr15:101147759-101386577	51-chr15_100762996_101293703-R,chr15:101266168-101268168	51-chr15_100762996_101293703-R,chr15:101257168-101277168	.	.
51-chr15_100762996_101293703-M0	chr15	100762996	101293703	530708	3	238818	101028350	chr15	100980587	101076113	95527	chr15:100908941-101147759	51-chr15_100762996_101293703-M0,chr15:101027350-101029350	51-chr15_100762996_101293703-M0,chr15:101018350-101038350	.	.
52-chr16_596255_932211-L	chr16	596255	932211	335957	3	151181	613052	chr16	596255	629849	33595	chr16:537462-688642	52-chr16_596255_932211-L,chr16:612052-614052	52-chr16_596255_932211-L,chr16:603052-623052	.	.
52-chr16_596255_932211-R	chr16	596255	932211	335957	3	151181	915414	chr16	898617	932211	33595	chr16:839824-991004	52-chr16_596255_932211-R,chr16:914414-916414	52-chr16_596255_932211-R,chr16:905414-925414	.	.
52-chr16_596255_932211-M0	chr16	596255	932211	335957	3	151181	764233	chr16	733997	794469	60473	chr16:688643-839823	52-chr16_596255_932211-M0,chr16:763233-765233	52-chr16_596255_932211-M0,chr16:754233-774233	.	.
53-chr16_3776715_3777121-L	chr16	3776715	3777121	407	2	366	3776735	chr16	3776715	3776755	41	chr16:3776552-3776918	53-chr16_3776715_3777121-L,chr16:3776715-3776755	.	.	.
53-chr16_3776715_3777121-R	chr16	3776715	3777121	407	2	366	3777101	chr16	3777081	3777121	41	chr16:3776918-3777284	53-chr16_3776715_3777121-R,chr16:3777081-3777121	.	.	.
54-chr16_15551302_16194578-L	chr16	15551302	16194578	643277	3	289475	15583465	chr16	15551302	15615628	64327	chr16:15438728-15728202	54-chr16_15551302_16194578-L,chr16:15582465-15584465	54-chr16_15551302_16194578-L,chr16:15573465-15593465	.	.
54-chr16_15551302_16194578-R	chr16	15551302	16194578	643277	3	289475	16162415	chr16	16130252	16194578	64327	chr16:16017678-16307152	54-chr16_15551302_16194578-R,chr16:16161415-16163415	54-chr16_15551302_16194578-R,chr16:16152415-16172415	.	.
54-chr16_15551302_16194578-M0	chr16	15551302	16194578	643277	3	289475	15872940	chr16	15815045	15930835	115791	chr16:15728203-16017677	54-chr16_15551302_16194578-M0,chr16:15871940-15873940	54-chr16_15551302_16194578-M0,chr16:15862940-15882940	54-chr16_15551302_16194578-M0,chr16:15815045-15930835	.
55-chr16_16276056_18112776-L	chr16	16276056	18112776	1836721	4	551016	16367892	chr16	16276056	16459728	183673	chr16:16092384-16643400	55-chr16_16276056_18112776-L,chr16:16366892-16368892	55-chr16_16276056_18112776-L,chr16:16357892-16377892	55-chr16_16276056_18112776-L,chr16:16276056-16459728	.
55-chr16_16276056_18112776-R	chr16	16276056	18112776	1836721	4	551016	18020940	chr16	17929104	18112776	183673	chr16:17745432-18296448	55-chr16_16276056_18112776-R,chr16:18019940-18021940	55-chr16_16276056_18112776-R,chr16:18010940-18030940	55-chr16_16276056_18112776-R,chr16:17929104-18112776	.
55-chr16_16276056_18112776-M0	chr16	16276056	18112776	1836721	4	551016	16918908	chr16	16808705	17029111	220407	chr16:16643400-17194416	55-chr16_16276056_18112776-M0,chr16:16917908-16919908	55-chr16_16276056_18112776-M0,chr16:16908908-16928908	55-chr16_16276056_18112776-M0,chr16:16818908-17018908	55-chr16_16276056_18112776-M0,chr16:16808705-17029111
55-chr16_16276056_18112776-M1	chr16	16276056	18112776	1836721	4	551016	17469924	chr16	17359721	17580127	220407	chr16:17194416-17745432	55-chr16_16276056_18112776-M1,chr16:17468924-17470924	55-chr16_16276056_18112776-M1,chr16:17459924-17479924	55-chr16_16276056_18112776-M1,chr16:17369924-17569924	55-chr16_16276056_18112776-M1,chr16:17359721-17580127
56-chr16_22043878_22380197-L	chr16	22043878	22380197	336320	3	151344	22060694	chr16	22043878	22077510	33633	chr16:21985022-22136366	56-chr16_22043878_22380197-L,chr16:22059694-22061694	56-chr16_22043878_22380197-L,chr16:22050694-22070694	.	.
56-chr16_22043878_22380197-R	chr16	22043878	22380197	336320	3	151344	22363382	chr16	22346566	22380198	33633	chr16:22287710-22439054	56-chr16_22043878_22380197-R,chr16:22362382-22364382	56-chr16_22043878_22380197-R,chr16:22353382-22373382	.	.
56-chr16_22043878_22380197-M0	chr16	22043878	22380197	336320	3	151344	22212038	chr16	22181770	22242306	60537	chr16:22136366-22287710	56-chr16_22043878_22380197-M0,chr16:22211038-22213038	56-chr16_22043878_22380197-M0,chr16:22202038-22222038	.	.
58-chr16_28861531_28998957-L	chr16	28861531	28998957	137427	3	61842	28868402	chr16	28861531	28875273	13743	chr16:28837481-28899323	58-chr16_28861531_28998957-L,chr16:28867402-28869402	58-chr16_28861531_28998957-L,chr16:28861531-28875273	.	.
58-chr16_28861531_28998957-R	chr16	28861531	28998957	137427	3	61842	28992086	chr16	28985215	28998957	13743	chr16:28961165-29023007	58-chr16_28861531_28998957-R,chr16:28991086-28993086	58-chr16_28861531_28998957-R,chr16:28985215-28998957	.	.
58-chr16_28861531_28998957-M0	chr16	28861531	28998957	137427	3	61842	28930244	chr16	28917876	28942612	24737	chr16:28899323-28961165	58-chr16_28861531_28998957-M0,chr16:28929244-28931244	58-chr16_28861531_28998957-M0,chr16:28920244-28940244	.	.
59-chr16_29841161_30097178-L	chr16	29841161	30097178	256018	3	115208	29853961	chr16	29841161	29866761	25601	chr16:29796357-29911565	59-chr16_29841161_30097178-L,chr16:29852961-29854961	59-chr16_29841161_30097178-L,chr16:29843961-29863961	.	.
59-chr16_29841161_30097178-R	chr16	29841161	30097178	256018	3	115208	30084378	chr16	30071578	30097178	25601	chr16:30026774-30141982	59-chr16_29841161_30097178-R,chr16:30083378-30085378	59-chr16_29841161_30097178-R,chr16:30074378-30094378	.	.
59-chr16_29841161_30097178-M0	chr16	29841161	30097178	256018	3	115208	29969170	chr16	29946129	29992211	46083	chr16:29911566-30026774	59-chr16_29841161_30097178-M0,chr16:29968170-29970170	59-chr16_29841161_30097178-M0,chr16:29959170-29979170	.	.
60-chr16_47284555_51973216-L	chr16	47284555	51973216	4688662	6	843959	47518988	chr16	47284555	47753421	468867	chr16:47097009-47940967	60-chr16_47284555_51973216-L,chr16:47517988-47519988	60-chr16_47284555_51973216-L,chr16:47508988-47528988	60-chr16_47284555_51973216-L,chr16:47418988-47618988	60-chr16_47284555_51973216-L,chr16:47318988-47718988
60-chr16_47284555_51973216-R	chr16	47284555	51973216	4688662	6	843959	51738783	chr16	51504350	51973216	468867	chr16:51316804-52160762	60-chr16_47284555_51973216-R,chr16:51737783-51739783	60-chr16_47284555_51973216-R,chr16:51728783-51748783	60-chr16_47284555_51973216-R,chr16:51638783-51838783	60-chr16_47284555_51973216-R,chr16:51538783-51938783
60-chr16_47284555_51973216-M0	chr16	47284555	51973216	4688662	6	843959	48362947	chr16	48194156	48531738	337583	chr16:47940968-48784926	60-chr16_47284555_51973216-M0,chr16:48361947-48363947	60-chr16_47284555_51973216-M0,chr16:48352947-48372947	60-chr16_47284555_51973216-M0,chr16:48262947-48462947	60-chr16_47284555_51973216-M0,chr16:48194156-48531738
60-chr16_47284555_51973216-M1	chr16	47284555	51973216	4688662	6	843959	49206906	chr16	49038115	49375697	337583	chr16:48784927-49628885	60-chr16_47284555_51973216-M1,chr16:49205906-49207906	60-chr16_47284555_51973216-M1,chr16:49196906-49216906	60-chr16_47284555_51973216-M1,chr16:49106906-49306906	60-chr16_47284555_51973216-M1,chr16:49038115-49375697
60-chr16_47284555_51973216-M2	chr16	47284555	51973216	4688662	6	843959	50050865	chr16	49882074	50219656	337583	chr16:49628886-50472844	60-chr16_47284555_51973216-M2,chr16:50049865-50051865	60-chr16_47284555_51973216-M2,chr16:50040865-50060865	60-chr16_47284555_51973216-M2,chr16:49950865-50150865	60-chr16_47284555_51973216-M2,chr16:49882074-50219656
60-chr16_47284555_51973216-M3	chr16	47284555	51973216	4688662	6	843959	50894824	chr16	50726033	51063615	337583	chr16:50472845-51316803	60-chr16_47284555_51973216-M3,chr16:50893824-50895824	60-chr16_47284555_51973216-M3,chr16:50884824-50904824	60-chr16_47284555_51973216-M3,chr16:50794824-50994824	60-chr16_47284555_51973216-M3,chr16:50726033-51063615
61-chr16_71229088_84619401-L	chr16	71229088	84619401	13390314	6	2410256	71898603	chr16	71229088	72568118	1339031	chr16:70693475-73103731	61-chr16_71229088_84619401-L,chr16:71897603-71899603	61-chr16_71229088_84619401-L,chr16:71888603-71908603	61-chr16_71229088_84619401-L,chr16:71798603-71998603	61-chr16_71229088_84619401-L,chr16:71698603-72098603
61-chr16_71229088_84619401-R	chr16	71229088	84619401	13390314	6	2410256	83949886	chr16	83280371	84619401	1339031	chr16:82744758-85155014	61-chr16_71229088_84619401-R,chr16:83948886-83950886	61-chr16_71229088_84619401-R,chr16:83939886-83959886	61-chr16_71229088_84619401-R,chr16:83849886-84049886	61-chr16_71229088_84619401-R,chr16:83749886-84149886
61-chr16_71229088_84619401-M0	chr16	71229088	84619401	13390314	6	2410256	74308859	chr16	73826808	74790910	964103	chr16:73103731-75513987	61-chr16_71229088_84619401-M0,chr16:74307859-74309859	61-chr16_71229088_84619401-M0,chr16:74298859-74318859	61-chr16_71229088_84619401-M0,chr16:74208859-74408859	61-chr16_71229088_84619401-M0,chr16:74108859-74508859
61-chr16_71229088_84619401-M1	chr16	71229088	84619401	13390314	6	2410256	76719115	chr16	76237064	77201166	964103	chr16:75513987-77924243	61-chr16_71229088_84619401-M1,chr16:76718115-76720115	61-chr16_71229088_84619401-M1,chr16:76709115-76729115	61-chr16_71229088_84619401-M1,chr16:76619115-76819115	61-chr16_71229088_84619401-M1,chr16:76519115-76919115
61-chr16_71229088_84619401-M2	chr16	71229088	84619401	13390314	6	2410256	79129371	chr16	78647320	79611422	964103	chr16:77924243-80334499	61-chr16_71229088_84619401-M2,chr16:79128371-79130371	61-chr16_71229088_84619401-M2,chr16:79119371-79139371	61-chr16_71229088_84619401-M2,chr16:79029371-79229371	61-chr16_71229088_84619401-M2,chr16:78929371-79329371
61-chr16_71229088_84619401-M3	chr16	71229088	84619401	13390314	6	2410256	81539627	chr16	81057576	82021678	964103	chr16:80334499-82744755	61-chr16_71229088_84619401-M3,chr16:81538627-81540627	61-chr16_71229088_84619401-M3,chr16:81529627-81549627	61-chr16_71229088_84619401-M3,chr16:81439627-81639627	61-chr16_71229088_84619401-M3,chr16:81339627-81739627
61-chr16_86804086_87595215-L	chr16	86804086	87595215	791130	3	356008	86843642	chr16	86804086	86883198	79113	chr16:86665638-87021646	61-chr16_86804086_87595215-L,chr16:86842642-86844642	61-chr16_86804086_87595215-L,chr16:86833642-86853642	.	.
61-chr16_86804086_87595215-R	chr16	86804086	87595215	791130	3	356008	87555659	chr16	87516103	87595215	79113	chr16:87377655-87733663	61-chr16_86804086_87595215-R,chr16:87554659-87556659	61-chr16_86804086_87595215-R,chr16:87545659-87565659	.	.
61-chr16_86804086_87595215-M0	chr16	86804086	87595215	791130	3	356008	87199651	chr16	87128450	87270852	142403	chr16:87021647-87377655	61-chr16_86804086_87595215-M0,chr16:87198651-87200651	61-chr16_86804086_87595215-M0,chr16:87189651-87209651	61-chr16_86804086_87595215-M0,chr16:87128450-87270852	.
61-chr16_88193266_89335487-L	chr16	88193266	89335487	1142222	4	342666	88250377	chr16	88193266	88307488	114223	chr16:88079044-88421710	61-chr16_88193266_89335487-L,chr16:88249377-88251377	61-chr16_88193266_89335487-L,chr16:88240377-88260377	61-chr16_88193266_89335487-L,chr16:88193266-88307488	.
61-chr16_88193266_89335487-R	chr16	88193266	89335487	1142222	4	342666	89278376	chr16	89221265	89335487	114223	chr16:89107043-89449709	61-chr16_88193266_89335487-R,chr16:89277376-89279376	61-chr16_88193266_89335487-R,chr16:89268376-89288376	61-chr16_88193266_89335487-R,chr16:89221265-89335487	.
61-chr16_88193266_89335487-M0	chr16	88193266	89335487	1142222	4	342666	88593043	chr16	88524510	88661576	137067	chr16:88421710-88764376	61-chr16_88193266_89335487-M0,chr16:88592043-88594043	61-chr16_88193266_89335487-M0,chr16:88583043-88603043	61-chr16_88193266_89335487-M0,chr16:88524510-88661576	.
61-chr16_88193266_89335487-M1	chr16	88193266	89335487	1142222	4	342666	88935709	chr16	88867176	89004242	137067	chr16:88764376-89107042	61-chr16_88193266_89335487-M1,chr16:88934709-88936709	61-chr16_88193266_89335487-M1,chr16:88925709-88945709	61-chr16_88193266_89335487-M1,chr16:88867176-89004242	.
62-chr17_735867_932682-L	chr17	735867	932682	196816	3	88567	745707	chr17	735867	755547	19681	chr17:701424-789990	62-chr17_735867_932682-L,chr17:744707-746707	62-chr17_735867_932682-L,chr17:735867-755547	.	.
62-chr17_735867_932682-R	chr17	735867	932682	196816	3	88567	922842	chr17	913002	932682	19681	chr17:878559-967125	62-chr17_735867_932682-R,chr17:921842-923842	62-chr17_735867_932682-R,chr17:913002-932682	.	.
62-chr17_735867_932682-M0	chr17	735867	932682	196816	3	88567	834275	chr17	816562	851988	35427	chr17:789992-878558	62-chr17_735867_932682-M0,chr17:833275-835275	62-chr17_735867_932682-M0,chr17:824275-844275	.	.
62-chr17_1409812_1464993-L	chr17	1409812	1464993	55182	3	24831	1412571	chr17	1409812	1415330	5519	chr17:1400156-1424986	62-chr17_1409812_1464993-L,chr17:1411571-1413571	62-chr17_1409812_1464993-L,chr17:1409812-1415330	.	.
62-chr17_1409812_1464993-R	chr17	1409812	1464993	55182	3	24831	1462234	chr17	1459475	1464993	5519	chr17:1449819-1474649	62-chr17_1409812_1464993-R,chr17:1461234-1463234	62-chr17_1409812_1464993-R,chr17:1459475-1464993	.	.
62-chr17_1409812_1464993-M0	chr17	1409812	1464993	55182	3	24831	1437403	chr17	1432437	1442369	9933	chr17:1424988-1449818	62-chr17_1409812_1464993-M0,chr17:1436403-1438403	62-chr17_1409812_1464993-M0,chr17:1432437-1442369	.	.
63-chr17_14574435_15442066-L	chr17	14574435	15442066	867632	3	390434	14617816	chr17	14574435	14661197	86763	chr17:14422599-14813033	63-chr17_14574435_15442066-L,chr17:14616816-14618816	63-chr17_14574435_15442066-L,chr17:14607816-14627816	.	.
63-chr17_14574435_15442066-R	chr17	14574435	15442066	867632	3	390434	15398685	chr17	15355304	15442066	86763	chr17:15203468-15593902	63-chr17_14574435_15442066-R,chr17:15397685-15399685	63-chr17_14574435_15442066-R,chr17:15388685-15408685	.	.
63-chr17_14574435_15442066-M0	chr17	14574435	15442066	867632	3	390434	15008251	chr17	14930165	15086337	156173	chr17:14813034-15203468	63-chr17_14574435_15442066-M0,chr17:15007251-15009251	63-chr17_14574435_15442066-M0,chr17:14998251-15018251	63-chr17_14574435_15442066-M0,chr17:14930165-15086337	.
64-chr17_16892401_20193169-L	chr17	16892401	20193169	3300769	4	990230	17057439	chr17	16892401	17222477	330077	chr17:16562324-17552554	64-chr17_16892401_20193169-L,chr17:17056439-17058439	64-chr17_16892401_20193169-L,chr17:17047439-17067439	64-chr17_16892401_20193169-L,chr17:16957439-17157439	64-chr17_16892401_20193169-L,chr17:16892401-17222477
64-chr17_16892401_20193169-R	chr17	16892401	20193169	3300769	4	990230	20028131	chr17	19863093	20193169	330077	chr17:19533016-20523246	64-chr17_16892401_20193169-R,chr17:20027131-20029131	64-chr17_16892401_20193169-R,chr17:20018131-20038131	64-chr17_16892401_20193169-R,chr17:19928131-20128131	64-chr17_16892401_20193169-R,chr17:19863093-20193169
64-chr17_16892401_20193169-M0	chr17	16892401	20193169	3300769	4	990230	18047669	chr17	17849623	18245715	396093	chr17:17552554-18542784	64-chr17_16892401_20193169-M0,chr17:18046669-18048669	64-chr17_16892401_20193169-M0,chr17:18037669-18057669	64-chr17_16892401_20193169-M0,chr17:17947669-18147669	64-chr17_16892401_20193169-M0,chr17:17849623-18245715
64-chr17_16892401_20193169-M1	chr17	16892401	20193169	3300769	4	990230	19037899	chr17	18839853	19235945	396093	chr17:18542784-19533014	64-chr17_16892401_20193169-M1,chr17:19036899-19038899	64-chr17_16892401_20193169-M1,chr17:19027899-19047899	64-chr17_16892401_20193169-M1,chr17:18937899-19137899	64-chr17_16892401_20193169-M1,chr17:18839853-19235945
65-chr17_29385382_30214286-L	chr17	29385382	30214286	828905	3	373007	29426827	chr17	29385382	29468272	82891	chr17:29240324-29613330	65-chr17_29385382_30214286-L,chr17:29425827-29427827	65-chr17_29385382_30214286-L,chr17:29416827-29436827	.	.
65-chr17_29385382_30214286-R	chr17	29385382	30214286	828905	3	373007	30172841	chr17	30131396	30214286	82891	chr17:29986338-30359344	65-chr17_29385382_30214286-R,chr17:30171841-30173841	65-chr17_29385382_30214286-R,chr17:30162841-30182841	.	.
65-chr17_29385382_30214286-M0	chr17	29385382	30214286	828905	3	373007	29799834	chr17	29725233	29874435	149203	chr17:29613331-29986337	65-chr17_29385382_30214286-M0,chr17:29798834-29800834	65-chr17_29385382_30214286-M0,chr17:29789834-29809834	65-chr17_29385382_30214286-M0,chr17:29725233-29874435	.
66-chr17_35076189_36168104-L	chr17	35076189	36168104	1091916	4	327575	35130784	chr17	35076189	35185379	109191	chr17:34966997-35294571	66-chr17_35076189_36168104-L,chr17:35129784-35131784	66-chr17_35076189_36168104-L,chr17:35120784-35140784	66-chr17_35076189_36168104-L,chr17:35076189-35185379	.
66-chr17_35076189_36168104-R	chr17	35076189	36168104	1091916	4	327575	36113509	chr17	36058914	36168104	109191	chr17:35949722-36277296	66-chr17_35076189_36168104-R,chr17:36112509-36114509	66-chr17_35076189_36168104-R,chr17:36103509-36123509	66-chr17_35076189_36168104-R,chr17:36058914-36168104	.
66-chr17_35076189_36168104-M0	chr17	35076189	36168104	1091916	4	327575	35458359	chr17	35392844	35523874	131031	chr17:35294572-35622146	66-chr17_35076189_36168104-M0,chr17:35457359-35459359	66-chr17_35076189_36168104-M0,chr17:35448359-35468359	66-chr17_35076189_36168104-M0,chr17:35392844-35523874	.
66-chr17_35076189_36168104-M1	chr17	35076189	36168104	1091916	4	327575	35785934	chr17	35720419	35851449	131031	chr17:35622147-35949721	66-chr17_35076189_36168104-M1,chr17:35784934-35786934	66-chr17_35076189_36168104-M1,chr17:35775934-35795934	66-chr17_35076189_36168104-M1,chr17:35720419-35851449	.
67-chr17_43751674_44163085-L	chr17	43751674	44163085	411412	3	185135	43772244	chr17	43751674	43792814	41141	chr17:43679677-43864811	67-chr17_43751674_44163085-L,chr17:43771244-43773244	67-chr17_43751674_44163085-L,chr17:43762244-43782244	.	.
67-chr17_43751674_44163085-R	chr17	43751674	44163085	411412	3	185135	44142515	chr17	44121945	44163085	41141	chr17:44049948-44235082	67-chr17_43751674_44163085-R,chr17:44141515-44143515	67-chr17_43751674_44163085-R,chr17:44132515-44152515	.	.
67-chr17_43751674_44163085-M0	chr17	43751674	44163085	411412	3	185135	43957380	chr17	43920353	43994407	74055	chr17:43864813-44049947	67-chr17_43751674_44163085-M0,chr17:43956380-43958380	67-chr17_43751674_44163085-M0,chr17:43947380-43967380	.	.
68-chr17_58934659_60251568-L	chr17	58934659	60251568	1316910	4	395073	59000504	chr17	58934659	59066349	131691	chr17:58802968-59198040	68-chr17_58934659_60251568-L,chr17:58999504-59001504	68-chr17_58934659_60251568-L,chr17:58990504-59010504	68-chr17_58934659_60251568-L,chr17:58934659-59066349	.
68-chr17_58934659_60251568-R	chr17	58934659	60251568	1316910	4	395073	60185723	chr17	60119878	60251568	131691	chr17:59988187-60383259	68-chr17_58934659_60251568-R,chr17:60184723-60186723	68-chr17_58934659_60251568-R,chr17:60175723-60195723	68-chr17_58934659_60251568-R,chr17:60119878-60251568	.
68-chr17_58934659_60251568-M0	chr17	58934659	60251568	1316910	4	395073	59395577	chr17	59316563	59474591	158029	chr17:59198041-59593113	68-chr17_58934659_60251568-M0,chr17:59394577-59396577	68-chr17_58934659_60251568-M0,chr17:59385577-59405577	68-chr17_58934659_60251568-M0,chr17:59316563-59474591	.
68-chr17_58934659_60251568-M1	chr17	58934659	60251568	1316910	4	395073	59790650	chr17	59711636	59869664	158029	chr17:59593114-59988186	68-chr17_58934659_60251568-M1,chr17:59789650-59791650	68-chr17_58934659_60251568-M1,chr17:59780650-59800650	68-chr17_58934659_60251568-M1,chr17:59711636-59869664	.
69-chr18_2425506_4199943-L	chr18	2425506	4199943	1774438	4	532331	2514227	chr18	2425506	2602948	177443	chr18:2248062-2780392	69-chr18_2425506_4199943-L,chr18:2513227-2515227	69-chr18_2425506_4199943-L,chr18:2504227-2524227	69-chr18_2425506_4199943-L,chr18:2425506-2602948	.
69-chr18_2425506_4199943-R	chr18	2425506	4199943	1774438	4	532331	4111222	chr18	4022501	4199943	177443	chr18:3845057-4377387	69-chr18_2425506_4199943-R,chr18:4110222-4112222	69-chr18_2425506_4199943-R,chr18:4101222-4121222	69-chr18_2425506_4199943-R,chr18:4022501-4199943	.
69-chr18_2425506_4199943-M0	chr18	2425506	4199943	1774438	4	532331	3046558	chr18	2940092	3153024	212933	chr18:2780393-3312723	69-chr18_2425506_4199943-M0,chr18:3045558-3047558	69-chr18_2425506_4199943-M0,chr18:3036558-3056558	69-chr18_2425506_4199943-M0,chr18:2946558-3146558	69-chr18_2425506_4199943-M0,chr18:2940092-3153024
69-chr18_2425506_4199943-M1	chr18	2425506	4199943	1774438	4	532331	3578889	chr18	3472423	3685355	212933	chr18:3312724-3845054	69-chr18_2425506_4199943-M1,chr18:3577889-3579889	69-chr18_2425506_4199943-M1,chr18:3568889-3588889	69-chr18_2425506_4199943-M1,chr18:3478889-3678889	69-chr18_2425506_4199943-M1,chr18:3472423-3685355
70-chr18_73700832_75387611-L	chr18	73700832	75387611	1686780	4	506034	73785171	chr18	73700832	73869510	168679	chr18:73532154-74038188	70-chr18_73700832_75387611-L,chr18:73784171-73786171	70-chr18_73700832_75387611-L,chr18:73775171-73795171	70-chr18_73700832_75387611-L,chr18:73700832-73869510	.
70-chr18_73700832_75387611-R	chr18	73700832	75387611	1686780	4	506034	75303273	chr18	75218934	75387612	168679	chr18:75050256-75556290	70-chr18_73700832_75387611-R,chr18:75302273-75304273	70-chr18_73700832_75387611-R,chr18:75293273-75313273	70-chr18_73700832_75387611-R,chr18:75218934-75387612	.
70-chr18_73700832_75387611-M0	chr18	73700832	75387611	1686780	4	506034	74291205	chr18	74189999	74392411	202413	chr18:74038188-74544222	70-chr18_73700832_75387611-M0,chr18:74290205-74292205	70-chr18_73700832_75387611-M0,chr18:74281205-74301205	70-chr18_73700832_75387611-M0,chr18:74191205-74391205	70-chr18_73700832_75387611-M0,chr18:74189999-74392411
70-chr18_73700832_75387611-M1	chr18	73700832	75387611	1686780	4	506034	74797239	chr18	74696033	74898445	202413	chr18:74544222-75050256	70-chr18_73700832_75387611-M1,chr18:74796239-74798239	70-chr18_73700832_75387611-M1,chr18:74787239-74807239	70-chr18_73700832_75387611-M1,chr18:74697239-74897239	70-chr18_73700832_75387611-M1,chr18:74696033-74898445
71-chr19_4008558_4051633-L	chr19	4008558	4051633	43076	3	19384	4010711	chr19	4008558	4012864	4307	chr19:4001019-4020403	71-chr19_4008558_4051633-L,chr19:4009711-4011711	71-chr19_4008558_4051633-L,chr19:4008558-4012864	.	.
71-chr19_4008558_4051633-R	chr19	4008558	4051633	43076	3	19384	4049480	chr19	4047327	4051633	4307	chr19:4039788-4059172	71-chr19_4008558_4051633-R,chr19:4048480-4050480	71-chr19_4008558_4051633-R,chr19:4047327-4051633	.	.
71-chr19_4008558_4051633-M0	chr19	4008558	4051633	43076	3	19384	4030096	chr19	4026220	4033972	7753	chr19:4020404-4039788	71-chr19_4008558_4051633-M0,chr19:4029096-4031096	71-chr19_4008558_4051633-M0,chr19:4026220-4033972	.	.
72-chr20_102422_743283-L	chr20	102422	743283	640862	3	288387	134465	chr20	102422	166508	64087	chr20:1-278658	72-chr20_102422_743283-L,chr20:133465-135465	72-chr20_102422_743283-L,chr20:124465-144465	.	.
72-chr20_102422_743283-R	chr20	102422	743283	640862	3	288387	711240	chr20	679197	743283	64087	chr20:567047-855433	72-chr20_102422_743283-R,chr20:710240-712240	72-chr20_102422_743283-R,chr20:701240-721240	.	.
72-chr20_102422_743283-M0	chr20	102422	743283	640862	3	288387	422853	chr20	365176	480530	115355	chr20:278660-567046	72-chr20_102422_743283-M0,chr20:421853-423853	72-chr20_102422_743283-M0,chr20:412853-432853	72-chr20_102422_743283-M0,chr20:365176-480530	.
72-chr20_61963016_62893189-L	chr20	61963016	62893189	930174	3	418578	62009524	chr20	61963016	62056032	93017	chr20:61800235-62218813	72-chr20_61963016_62893189-L,chr20:62008524-62010524	72-chr20_61963016_62893189-L,chr20:61999524-62019524	.	.
72-chr20_61963016_62893189-R	chr20	61963016	62893189	930174	3	418578	62846681	chr20	62800173	62893189	93017	chr20:62637392-63055970	72-chr20_61963016_62893189-R,chr20:62845681-62847681	72-chr20_61963016_62893189-R,chr20:62836681-62856681	.	.
