name	center	type	chrom	start	end	width	message	cnvplex_1K	cnvplex_10K	cnvplex_100K	cnvplex_200K
chr16-BQ0	38335801	BQ0	chr16	38135801	38535801	400001	可用16q44M	chr16-BQ0,chr16:38334801-38336801	chr16-BQ0,chr16:38325801-38345801	chr16-BQ0,chr16:38235801-38435801	chr16-BQ0,chr16:38135801-38535801
chr16-BQ1	47500000	BQ1	chr16	47300000	47700000	400001	可设计在47.5M附近	chr16-BQ1,chr16:47499000-47501000	chr16-BQ1,chr16:47490000-47510000	chr16-BQ1,chr16:47400000-47600000	chr16-BQ1,chr16:47300000-47700000
chr16-CP1	10000000	CP1	chr16	9000000	11000000	2000001	.	chr16-CP1,chr16:9999000-10001000	chr16-CP1,chr16:9990000-10010000	chr16-CP1,chr16:9900000-10100000	chr16-CP1,chr16:9800000-10200000
chr16-CP2	29335801	CP2	chr16	28335801	30335801	2000001	.	chr16-CP2,chr16:29334801-29336801	chr16-CP2,chr16:29325801-29345801	chr16-CP2,chr16:29235801-29435801	chr16-CP2,chr16:29135801-29535801
chr16-CQ1	44335801	CQ1	chr16	43335801	45335801	2000001	skip	chr16-CQ1,chr16:44334801-44336801	chr16-CQ1,chr16:44325801-44345801	chr16-CQ1,chr16:44235801-44435801	chr16-CQ1,chr16:44135801-44535801
chr16-CQ2	64335801	CQ2	chr16	63335801	65335801	2000001	.	chr16-CQ2,chr16:64334801-64336801	chr16-CQ2,chr16:64325801-64345801	chr16-CQ2,chr16:64235801-64435801	chr16-CQ2,chr16:64135801-64535801
chr17-AP0	1	AP0	chr17	1	200001	200001	.	chr17-AP0,chr17:1-1001	chr17-AP0,chr17:1-10001	chr17-AP0,chr17:1-100001	chr17-AP0,chr17:1-200001
chr17-AP1	1000000	AP1	chr17	800000	1200000	400001	.	chr17-AP1,chr17:999000-1001000	chr17-AP1,chr17:990000-1010000	chr17-AP1,chr17:900000-1100000	chr17-AP1,chr17:800000-1200000
chr17-AP2	2000000	AP2	chr17	1800000	2200000	400001	.	chr17-AP2,chr17:1999000-2001000	chr17-AP2,chr17:1990000-2010000	chr17-AP2,chr17:1900000-2100000	chr17-AP2,chr17:1800000-2200000
chr17-AP3	3000000	AP3	chr17	2800000	3200000	400001	.	chr17-AP3,chr17:2999000-3001000	chr17-AP3,chr17:2990000-3010000	chr17-AP3,chr17:2900000-3100000	chr17-AP3,chr17:2800000-3200000
chr17-AP5	5000000	AP5	chr17	4800000	5200000	400001	.	chr17-AP5,chr17:4999000-5001000	chr17-AP5,chr17:4990000-5010000	chr17-AP5,chr17:4900000-5100000	chr17-AP5,chr17:4800000-5200000
chr17-AQ0	81195210	AQ0	chr17	80995210	81195210	200001	.	chr17-AQ0,chr17:81194210-81196210	chr17-AQ0,chr17:81185210-81205210	chr17-AQ0,chr17:81095210-81295210	chr17-AQ0,chr17:80995210-81195210
chr17-AQ1	80195210	AQ1	chr17	79995210	80395210	400001	.	chr17-AQ1,chr17:80194210-80196210	chr17-AQ1,chr17:80185210-80205210	chr17-AQ1,chr17:80095210-80295210	chr17-AQ1,chr17:79995210-80395210
chr17-AQ2	79195210	AQ2	chr17	78995210	79395210	400001	.	chr17-AQ2,chr17:79194210-79196210	chr17-AQ2,chr17:79185210-79205210	chr17-AQ2,chr17:79095210-79295210	chr17-AQ2,chr17:78995210-79395210
chr17-AQ3	78195210	AQ3	chr17	77995210	78395210	400001	.	chr17-AQ3,chr17:78194210-78196210	chr17-AQ3,chr17:78185210-78205210	chr17-AQ3,chr17:78095210-78295210	chr17-AQ3,chr17:77995210-78395210
chr17-AQ5	76195210	AQ5	chr17	75995210	76395210	400001	.	chr17-AQ5,chr17:76194210-76196210	chr17-AQ5,chr17:76185210-76205210	chr17-AQ5,chr17:76095210-76295210	chr17-AQ5,chr17:75995210-76395210
chr17-BP1	21263006	BP1	chr17	21063006	21463006	400001	.	chr17-BP1,chr17:21262006-21264006	chr17-BP1,chr17:21253006-21273006	chr17-BP1,chr17:21163006-21363006	chr17-BP1,chr17:21063006-21463006
chr17-BP0	22263006	BP0	chr17	22063006	22463006	400001	.	chr17-BP0,chr17:22262006-22264006	chr17-BP0,chr17:22253006-22273006	chr17-BP0,chr17:22163006-22363006	chr17-BP0,chr17:22063006-22463006
chr17-BQ0	25263006	BQ0	chr17	25063006	25463006	400001	.	chr17-BQ0,chr17:25262006-25264006	chr17-BQ0,chr17:25253006-25273006	chr17-BQ0,chr17:25163006-25363006	chr17-BQ0,chr17:25063006-25463006
chr17-BQ1	26263006	BQ1	chr17	26063006	26463006	400001	.	chr17-BQ1,chr17:26262006-26264006	chr17-BQ1,chr17:26253006-26273006	chr17-BQ1,chr17:26163006-26363006	chr17-BQ1,chr17:26063006-26463006
chr17-CP1	10000000	CP1	chr17	9000000	11000000	2000001	.	chr17-CP1,chr17:9999000-10001000	chr17-CP1,chr17:9990000-10010000	chr17-CP1,chr17:9900000-10100000	chr17-CP1,chr17:9800000-10200000
chr17-CP2	16263006	CP2	chr17	15263006	17263006	2000001	.	chr17-CP2,chr17:16262006-16264006	chr17-CP2,chr17:16253006-16273006	chr17-CP2,chr17:16163006-16363006	chr17-CP2,chr17:16063006-16463006
chr17-CQ1	31263006	CQ1	chr17	30263006	32263006	2000001	.	chr17-CQ1,chr17:31262006-31264006	chr17-CQ1,chr17:31253006-31273006	chr17-CQ1,chr17:31163006-31363006	chr17-CQ1,chr17:31063006-31463006
chr17-CQ2	51263006	CQ2	chr17	50263006	52263006	2000001	.	chr17-CQ2,chr17:51262006-51264006	chr17-CQ2,chr17:51253006-51273006	chr17-CQ2,chr17:51163006-51363006	chr17-CQ2,chr17:51063006-51463006
chr18-AP0	1	AP0	chr18	1	200001	200001	.	chr18-AP0,chr18:1-1001	chr18-AP0,chr18:1-10001	chr18-AP0,chr18:1-100001	chr18-AP0,chr18:1-200001
chr18-AP1	1000000	AP1	chr18	800000	1200000	400001	.	chr18-AP1,chr18:999000-1001000	chr18-AP1,chr18:990000-1010000	chr18-AP1,chr18:900000-1100000	chr18-AP1,chr18:800000-1200000
chr18-AP2	2000000	AP2	chr18	1800000	2200000	400001	.	chr18-AP2,chr18:1999000-2001000	chr18-AP2,chr18:1990000-2010000	chr18-AP2,chr18:1900000-2100000	chr18-AP2,chr18:1800000-2200000
chr18-AP3	3000000	AP3	chr18	2800000	3200000	400001	.	chr18-AP3,chr18:2999000-3001000	chr18-AP3,chr18:2990000-3010000	chr18-AP3,chr18:2900000-3100000	chr18-AP3,chr18:2800000-3200000
chr18-AP5	5000000	AP5	chr18	4800000	5200000	400001	.	chr18-AP5,chr18:4999000-5001000	chr18-AP5,chr18:4990000-5010000	chr18-AP5,chr18:4900000-5100000	chr18-AP5,chr18:4800000-5200000
chr18-AQ0	78077248	AQ0	chr18	77877248	78077248	200001	.	chr18-AQ0,chr18:78076248-78078248	chr18-AQ0,chr18:78067248-78087248	chr18-AQ0,chr18:77977248-78177248	chr18-AQ0,chr18:77877248-78077248
chr18-AQ1	77077248	AQ1	chr18	76877248	77277248	400001	.	chr18-AQ1,chr18:77076248-77078248	chr18-AQ1,chr18:77067248-77087248	chr18-AQ1,chr18:76977248-77177248	chr18-AQ1,chr18:76877248-77277248
chr18-AQ2	76077248	AQ2	chr18	75877248	76277248	400001	.	chr18-AQ2,chr18:76076248-76078248	chr18-AQ2,chr18:76067248-76087248	chr18-AQ2,chr18:75977248-76177248	chr18-AQ2,chr18:75877248-76277248
chr18-AQ3	75077248	AQ3	chr18	74877248	75277248	400001	.	chr18-AQ3,chr18:75076248-75078248	chr18-AQ3,chr18:75067248-75087248	chr18-AQ3,chr18:74977248-75177248	chr18-AQ3,chr18:74877248-75277248
chr18-AQ5	73077248	AQ5	chr18	72877248	73277248	400001	.	chr18-AQ5,chr18:73076248-73078248	chr18-AQ5,chr18:73067248-73087248	chr18-AQ5,chr18:72977248-73177248	chr18-AQ5,chr18:72877248-73277248
chr18-BP1	14000000	BP1	chr18	13800000	14200000	400001	可设计在14M附近	chr18-BP1,chr18:13999000-14001000	chr18-BP1,chr18:13990000-14010000	chr18-BP1,chr18:13900000-14100000	chr18-BP1,chr18:13800000-14200000
chr18-BP0	15460898	BP0	chr18	15260898	15660898	400001	可用18p15M	chr18-BP0,chr18:15459898-15461898	chr18-BP0,chr18:15450898-15470898	chr18-BP0,chr18:15360898-15560898	chr18-BP0,chr18:15260898-15660898
chr18-BQ0	18460898	BQ0	chr18	18260898	18660898	400001	.	chr18-BQ0,chr18:18459898-18461898	chr18-BQ0,chr18:18450898-18470898	chr18-BQ0,chr18:18360898-18560898	chr18-BQ0,chr18:18260898-18660898
chr18-BQ1	19460898	BQ1	chr18	19260898	19660898	400001	.	chr18-BQ1,chr18:19459898-19461898	chr18-BQ1,chr18:19450898-19470898	chr18-BQ1,chr18:19360898-19560898	chr18-BQ1,chr18:19260898-19660898
chr18-CQ1	24460898	CQ1	chr18	23460898	25460898	2000001	.	chr18-CQ1,chr18:24459898-24461898	chr18-CQ1,chr18:24450898-24470898	chr18-CQ1,chr18:24360898-24560898	chr18-CQ1,chr18:24260898-24660898
chr18-CQ2	44460898	CQ2	chr18	43460898	45460898	2000001	.	chr18-CQ2,chr18:44459898-44461898	chr18-CQ2,chr18:44450898-44470898	chr18-CQ2,chr18:44360898-44560898	chr18-CQ2,chr18:44260898-44660898
chr18-CQ3	64460898	CQ3	chr18	63460898	65460898	2000001	.	chr18-CQ3,chr18:64459898-64461898	chr18-CQ3,chr18:64450898-64470898	chr18-CQ3,chr18:64360898-64560898	chr18-CQ3,chr18:64260898-64660898
chr19-AP0	1	AP0	chr19	1	200001	200001	skip无法设计	chr19-AP0,chr19:1-1001	chr19-AP0,chr19:1-10001	chr19-AP0,chr19:1-100001	chr19-AP0,chr19:1-200001
chr19-AP1	1000000	AP1	chr19	800000	1200000	400001	.	chr19-AP1,chr19:999000-1001000	chr19-AP1,chr19:990000-1010000	chr19-AP1,chr19:900000-1100000	chr19-AP1,chr19:800000-1200000
chr19-AP2	2000000	AP2	chr19	1800000	2200000	400001	.	chr19-AP2,chr19:1999000-2001000	chr19-AP2,chr19:1990000-2010000	chr19-AP2,chr19:1900000-2100000	chr19-AP2,chr19:1800000-2200000
chr19-AP3	3000000	AP3	chr19	2800000	3200000	400001	.	chr19-AP3,chr19:2999000-3001000	chr19-AP3,chr19:2990000-3010000	chr19-AP3,chr19:2900000-3100000	chr19-AP3,chr19:2800000-3200000
chr19-AP5	5000000	AP5	chr19	4800000	5200000	400001	.	chr19-AP5,chr19:4999000-5001000	chr19-AP5,chr19:4990000-5010000	chr19-AP5,chr19:4900000-5100000	chr19-AP5,chr19:4800000-5200000
chr19-AQ0	59128983	AQ0	chr19	58928983	59128983	200001	.	chr19-AQ0,chr19:59127983-59129983	chr19-AQ0,chr19:59118983-59138983	chr19-AQ0,chr19:59028983-59228983	chr19-AQ0,chr19:58928983-59128983
chr19-AQ1	58128983	AQ1	chr19	57928983	58328983	400001	.	chr19-AQ1,chr19:58127983-58129983	chr19-AQ1,chr19:58118983-58138983	chr19-AQ1,chr19:58028983-58228983	chr19-AQ1,chr19:57928983-58328983
chr19-AQ2	57128983	AQ2	chr19	56928983	57328983	400001	.	chr19-AQ2,chr19:57127983-57129983	chr19-AQ2,chr19:57118983-57138983	chr19-AQ2,chr19:57028983-57228983	chr19-AQ2,chr19:56928983-57328983
chr19-AQ3	56128983	AQ3	chr19	55928983	56328983	400001	.	chr19-AQ3,chr19:56127983-56129983	chr19-AQ3,chr19:56118983-56138983	chr19-AQ3,chr19:56028983-56228983	chr19-AQ3,chr19:55928983-56328983
chr19-AQ5	54128983	AQ5	chr19	53928983	54328983	400001	.	chr19-AQ5,chr19:54127983-54129983	chr19-AQ5,chr19:54118983-54138983	chr19-AQ5,chr19:54028983-54228983	chr19-AQ5,chr19:53928983-54328983
chr19-BP1	23681782	BP1	chr19	23481782	23881782	400001	.	chr19-BP1,chr19:23680782-23682782	chr19-BP1,chr19:23671782-23691782	chr19-BP1,chr19:23581782-23781782	chr19-BP1,chr19:23481782-23881782
chr19-BP0	24681782	BP0	chr19	24481782	24881782	400001	可用19p24M	chr19-BP0,chr19:24680782-24682782	chr19-BP0,chr19:24671782-24691782	chr19-BP0,chr19:24581782-24781782	chr19-BP0,chr19:24481782-24881782
chr19-BQ0	29000000	BQ0	chr19	28800000	29200000	400001	可设计在29M	chr19-BQ0,chr19:28999000-29001000	chr19-BQ0,chr19:28990000-29010000	chr19-BQ0,chr19:28900000-29100000	chr19-BQ0,chr19:28800000-29200000
chr19-BQ1	28681782	BQ1	chr19	28481782	28881782	400001	更换成19q31M	chr19-BQ1,chr19:28680782-28682782	chr19-BQ1,chr19:28671782-28691782	chr19-BQ1,chr19:28581782-28781782	chr19-BQ1,chr19:28481782-28881782
chr19-CP1	10000000	CP1	chr19	9000000	11000000	2000001	.	chr19-CP1,chr19:9999000-10001000	chr19-CP1,chr19:9990000-10010000	chr19-CP1,chr19:9900000-10100000	chr19-CP1,chr19:9800000-10200000
chr19-CP2	18681782	CP2	chr19	17681782	19681782	2000001	.	chr19-CP2,chr19:18680782-18682782	chr19-CP2,chr19:18671782-18691782	chr19-CP2,chr19:18581782-18781782	chr19-CP2,chr19:18481782-18881782
chr19-CQ1	33681782	CQ1	chr19	32681782	34681782	2000001	.	chr19-CQ1,chr19:33680782-33682782	chr19-CQ1,chr19:33671782-33691782	chr19-CQ1,chr19:33581782-33781782	chr19-CQ1,chr19:33481782-33881782
chr19-CQ2	49128983	CQ2	chr19	48128983	50128983	2000001	.	chr19-CQ2,chr19:49127983-49129983	chr19-CQ2,chr19:49118983-49138983	chr19-CQ2,chr19:49028983-49228983	chr19-CQ2,chr19:48928983-49328983
chr20-AP0	1	AP0	chr20	1	200001	200001	.	chr20-AP0,chr20:1-1001	chr20-AP0,chr20:1-10001	chr20-AP0,chr20:1-100001	chr20-AP0,chr20:1-200001
chr20-AP1	1000000	AP1	chr20	800000	1200000	400001	.	chr20-AP1,chr20:999000-1001000	chr20-AP1,chr20:990000-1010000	chr20-AP1,chr20:900000-1100000	chr20-AP1,chr20:800000-1200000
chr20-AP2	2000000	AP2	chr20	1800000	2200000	400001	.	chr20-AP2,chr20:1999000-2001000	chr20-AP2,chr20:1990000-2010000	chr20-AP2,chr20:1900000-2100000	chr20-AP2,chr20:1800000-2200000
chr20-AP3	3000000	AP3	chr20	2800000	3200000	400001	.	chr20-AP3,chr20:2999000-3001000	chr20-AP3,chr20:2990000-3010000	chr20-AP3,chr20:2900000-3100000	chr20-AP3,chr20:2800000-3200000
chr20-AP5	5000000	AP5	chr20	4800000	5200000	400001	.	chr20-AP5,chr20:4999000-5001000	chr20-AP5,chr20:4990000-5010000	chr20-AP5,chr20:4900000-5100000	chr20-AP5,chr20:4800000-5200000
chr20-AQ0	63025520	AQ0	chr20	62825520	63025520	200001	.	chr20-AQ0,chr20:63024520-63026520	chr20-AQ0,chr20:63015520-63035520	chr20-AQ0,chr20:62925520-63125520	chr20-AQ0,chr20:62825520-63025520
chr20-AQ1	62025520	AQ1	chr20	61825520	62225520	400001	.	chr20-AQ1,chr20:62024520-62026520	chr20-AQ1,chr20:62015520-62035520	chr20-AQ1,chr20:61925520-62125520	chr20-AQ1,chr20:61825520-62225520
chr20-AQ2	61025520	AQ2	chr20	60825520	61225520	400001	.	chr20-AQ2,chr20:61024520-61026520	chr20-AQ2,chr20:61015520-61035520	chr20-AQ2,chr20:60925520-61125520	chr20-AQ2,chr20:60825520-61225520
chr20-AQ3	60025520	AQ3	chr20	59825520	60225520	400001	.	chr20-AQ3,chr20:60024520-60026520	chr20-AQ3,chr20:60015520-60035520	chr20-AQ3,chr20:59925520-60125520	chr20-AQ3,chr20:59825520-60225520
chr20-AQ5	58025520	AQ5	chr20	57825520	58225520	400001	.	chr20-AQ5,chr20:58024520-58026520	chr20-AQ5,chr20:58015520-58035520	chr20-AQ5,chr20:57925520-58125520	chr20-AQ5,chr20:57825520-58225520
chr20-BP1	25369569	BP1	chr20	25169569	25569569	400001	.	chr20-BP1,chr20:25368569-25370569	chr20-BP1,chr20:25359569-25379569	chr20-BP1,chr20:25269569-25469569	chr20-BP1,chr20:25169569-25569569
chr20-BP0	24000000	BP0	chr20	23800000	24200000	400001	可设计在24M	chr20-BP0,chr20:23999000-24001000	chr20-BP0,chr20:23990000-24010000	chr20-BP0,chr20:23900000-24100000	chr20-BP0,chr20:23800000-24200000
chr20-BQ0	29369569	BQ0	chr20	29169569	29569569	400001	可用20q33M	chr20-BQ0,chr20:29368569-29370569	chr20-BQ0,chr20:29359569-29379569	chr20-BQ0,chr20:29269569-29469569	chr20-BQ0,chr20:29169569-29569569
chr20-BQ1	30369569	BQ1	chr20	30169569	30569569	400001	.	chr20-BQ1,chr20:30368569-30370569	chr20-BQ1,chr20:30359569-30379569	chr20-BQ1,chr20:30269569-30469569	chr20-BQ1,chr20:30169569-30569569
chr20-CP1	10000000	CP1	chr20	9000000	11000000	2000001	.	chr20-CP1,chr20:9999000-10001000	chr20-CP1,chr20:9990000-10010000	chr20-CP1,chr20:9900000-10100000	chr20-CP1,chr20:9800000-10200000
chr20-CP2	20369569	CP2	chr20	19369569	21369569	2000001	.	chr20-CP2,chr20:20368569-20370569	chr20-CP2,chr20:20359569-20379569	chr20-CP2,chr20:20269569-20469569	chr20-CP2,chr20:20169569-20569569
chr20-CQ1	35369569	CQ1	chr20	34369569	36369569	2000001	.	chr20-CQ1,chr20:35368569-35370569	chr20-CQ1,chr20:35359569-35379569	chr20-CQ1,chr20:35269569-35469569	chr20-CQ1,chr20:35169569-35569569
chr20-CQ2	53025520	CQ2	chr20	52025520	54025520	2000001	.	chr20-CQ2,chr20:53024520-53026520	chr20-CQ2,chr20:53015520-53035520	chr20-CQ2,chr20:52925520-53125520	chr20-CQ2,chr20:52825520-53225520
chr21-AQ0	48129895	AQ0	chr21	47929895	48129895	200001	.	chr21-AQ0,chr21:48128895-48130895	chr21-AQ0,chr21:48119895-48139895	chr21-AQ0,chr21:48029895-48229895	chr21-AQ0,chr21:47929895-48129895
chr21-AQ1	47129895	AQ1	chr21	46929895	47329895	400001	.	chr21-AQ1,chr21:47128895-47130895	chr21-AQ1,chr21:47119895-47139895	chr21-AQ1,chr21:47029895-47229895	chr21-AQ1,chr21:46929895-47329895
chr21-AQ2	46129895	AQ2	chr21	45929895	46329895	400001	.	chr21-AQ2,chr21:46128895-46130895	chr21-AQ2,chr21:46119895-46139895	chr21-AQ2,chr21:46029895-46229895	chr21-AQ2,chr21:45929895-46329895
chr21-AQ3	45129895	AQ3	chr21	44929895	45329895	400001	.	chr21-AQ3,chr21:45128895-45130895	chr21-AQ3,chr21:45119895-45139895	chr21-AQ3,chr21:45029895-45229895	chr21-AQ3,chr21:44929895-45329895
chr21-AQ5	43129895	AQ5	chr21	42929895	43329895	400001	.	chr21-AQ5,chr21:43128895-43130895	chr21-AQ5,chr21:43119895-43139895	chr21-AQ5,chr21:43029895-43229895	chr21-AQ5,chr21:42929895-43329895
chr21-BP1	10288129	BP1	chr21	10088129	10488129	400001	skip无法设计	chr21-BP1,chr21:10287129-10289129	chr21-BP1,chr21:10278129-10298129	chr21-BP1,chr21:10188129-10388129	chr21-BP1,chr21:10088129-10488129
chr21-BP0	11288129	BP0	chr21	11088129	11488129	400001	skip无法设计	chr21-BP0,chr21:11287129-11289129	chr21-BP0,chr21:11278129-11298129	chr21-BP0,chr21:11188129-11388129	chr21-BP0,chr21:11088129-11488129
chr21-BQ0	16000000	BQ0	chr21	15800000	16200000	400001	可设计在16M	chr21-BQ0,chr21:15999000-16001000	chr21-BQ0,chr21:15990000-16010000	chr21-BQ0,chr21:15900000-16100000	chr21-BQ0,chr21:15800000-16200000
chr21-BQ1	15288129	BQ1	chr21	15088129	15488129	400001	.	chr21-BQ1,chr21:15287129-15289129	chr21-BQ1,chr21:15278129-15298129	chr21-BQ1,chr21:15188129-15388129	chr21-BQ1,chr21:15088129-15488129
chr21-CQ1	20288129	CQ1	chr21	19288129	21288129	2000001	.	chr21-CQ1,chr21:20287129-20289129	chr21-CQ1,chr21:20278129-20298129	chr21-CQ1,chr21:20188129-20388129	chr21-CQ1,chr21:20088129-20488129
chr21-CQ2	38129895	CQ2	chr21	37129895	39129895	2000001	.	chr21-CQ2,chr21:38128895-38130895	chr21-CQ2,chr21:38119895-38139895	chr21-CQ2,chr21:38029895-38229895	chr21-CQ2,chr21:37929895-38329895
chr22-AQ0	51304566	AQ0	chr22	51104566	51304566	200001	.	chr22-AQ0,chr22:51303566-51305566	chr22-AQ0,chr22:51294566-51314566	chr22-AQ0,chr22:51204566-51404566	chr22-AQ0,chr22:51104566-51304566
chr22-AQ1	50304566	AQ1	chr22	50104566	50504566	400001	.	chr22-AQ1,chr22:50303566-50305566	chr22-AQ1,chr22:50294566-50314566	chr22-AQ1,chr22:50204566-50404566	chr22-AQ1,chr22:50104566-50504566
chr22-AQ2	49304566	AQ2	chr22	49104566	49504566	400001	.	chr22-AQ2,chr22:49303566-49305566	chr22-AQ2,chr22:49294566-49314566	chr22-AQ2,chr22:49204566-49404566	chr22-AQ2,chr22:49104566-49504566
chr22-AQ3	48304566	AQ3	chr22	48104566	48504566	400001	.	chr22-AQ3,chr22:48303566-48305566	chr22-AQ3,chr22:48294566-48314566	chr22-AQ3,chr22:48204566-48404566	chr22-AQ3,chr22:48104566-48504566
chr22-AQ5	46304566	AQ5	chr22	46104566	46504566	400001	.	chr22-AQ5,chr22:46303566-46305566	chr22-AQ5,chr22:46294566-46314566	chr22-AQ5,chr22:46204566-46404566	chr22-AQ5,chr22:46104566-46504566
chr22-BP1	12000000	BP1	chr22	11800000	12200000	400001	skip无法设计	chr22-BP1,chr22:11999000-12001000	chr22-BP1,chr22:11990000-12010000	chr22-BP1,chr22:11900000-12100000	chr22-BP1,chr22:11800000-12200000
chr22-BP0	13000000	BP0	chr22	12800000	13200000	400001	skip无法设计	chr22-BP0,chr22:12999000-13001000	chr22-BP0,chr22:12990000-13010000	chr22-BP0,chr22:12900000-13100000	chr22-BP0,chr22:12800000-13200000
chr22-BQ0	16000000	BQ0	chr22	15800000	16200000	400001	可用22q30M	chr22-BQ0,chr22:15999000-16001000	chr22-BQ0,chr22:15990000-16010000	chr22-BQ0,chr22:15900000-16100000	chr22-BQ0,chr22:15800000-16200000
chr22-BQ1	22000000	BQ1	chr22	21800000	22200000	400001	可设计在22M	chr22-BQ1,chr22:21999000-22001000	chr22-BQ1,chr22:21990000-22010000	chr22-BQ1,chr22:21900000-22100000	chr22-BQ1,chr22:21800000-22200000
chr22-CQ1	22000000	CQ1	chr22	21000000	23000000	2000001	.	chr22-CQ1,chr22:21999000-22001000	chr22-CQ1,chr22:21990000-22010000	chr22-CQ1,chr22:21900000-22100000	chr22-CQ1,chr22:21800000-22200000
chr22-CQ2	41304566	CQ2	chr22	40304566	42304566	2000001	.	chr22-CQ2,chr22:41303566-41305566	chr22-CQ2,chr22:41294566-41314566	chr22-CQ2,chr22:41204566-41404566	chr22-CQ2,chr22:41104566-41504566
